지침내용,공사종류,지침유형
관리감독자는 현장내에서 기계의 운전작업 또는 주행에 지장이 없도록 주행로를 정리정돈 하여야 한다.,공통,예방 조치
유도자는 정해진 신호방법에 의해 기계 및 차량을 유도하여야 한다.,공통,예방 조치
유도자는 유도되는 기계 및 차량의 적절한 주행속도를 파악함과 동시에 운행경로를 확인하여야 한다.,공통,점검 사항
유도신호는 호각과 수신호를 병용한다.,공통,예방 조치
야간작업시 유도자는 신호수용 반사조끼를 착용하고 전자신호봉 또는 깃발을 손에 들고 유도하여야 한다.,공통,예방 조치
"유도자는 운전자와 연락신호가 잘 되는 곳, 근로자, 기타사람이 접근하는 것을 용이하게 식별할 수 있는 장소, 기계, 차량의 진행선으로부터 떨어진 장소, 유도되는 기계, 차량의 운전자가 잘 보이는 장소에 위치하여 해당장비에 유도신호를 하여야 한다. ",공통,예방 조치
"기계, 차량을 후진 유도하는 경우 기계, 차량으로부터 5~10m의 거리를 유지하여 해당 차량을 유도하여야 한다.",공통,예방 조치
"기계, 차량을 후진 유도하는 경우 유도자는 안전한 위치에서 기계, 차량의 후진경로에 장애물의 유무를 확인하고 유도하여야 한다.",공통,점검 사항
기계작업 근접작업시에 유도자는 덤프트럭의 운전자와 같은 방향에서 피니셔 호퍼 부근 혹은 그 전방 5～10m 사이에서 안전한 작업을 위하여 유도신호를 하도록 한다.,공통,예방 조치
기계작업 근접작업시에 피니셔의 운전자와 유도자는 덤프트럭이 후진하면서 혼합재를 피니셔의 호퍼에 공급하는 현장상태를 수시로 확인하여야 한다.,공통,점검 사항
기계작업 근접작업시에 유도자는 덤프트럭의 운전자로부터 잘 보이는 장소에서 신호하여야 한다.,공통,예방 조치
기계작업 근접작업시에 신호는 호각 및 수신호를 병용한다.,공통,예방 조치
포설과 전압을 실시함에 있어서 마무리공 및 다른 근로자가 피니셔와 로울러 사이에서 작업하는 경우 로울러와 피니셔와의 근접거리는 최소 1m 이상으로 한다.,공통,예방 조치
포설과 전압을 실시함에 있어서 마무리공 및 다른 근로자가 피니셔와 로울러 사이에서 작업하는 경우 마무리공은 로울러와의 거리를 2~3m 이상 유지해야 한다.,공통,예방 조치
포설과 전압을 실시함에 있어서 마무리공 및 다른 근로자가 피니셔와 로울러 사이에서 작업하는 경우 신호는 호각 및 수신호를 병용한다.,공통,예방 조치
포설과 전압을 실시함에 있어서 마무리공 및 다른 근로자가 피니셔와 로울러 사이에서 작업하는 경우 로울러 운전자는 마무리 작업시 근접작업 근로자에 대한 주의를 하여야 한다.,공통,예방 조치
"포설과 전압을 실시함에 있어서 마무리공 및 다른 근로자가 피니셔와 로울러 사이에서 작업하는 경우 로울러 운전자는 동절기 한냉 포장작업시 로울러에서 살수되는 물이 아스팔트의 고열에 의해 수증기가 발생할 경우, 근로자의 시야를 가릴 수 있으므로 주의하여야 한다.",공통,예방 조치
구조물의 형상을 파악하여 거푸집 동바리의 종류 및 설치방법 등을 결정하여야 한다.,교량,예방 조치
"거푸집 동바리 설계는 콘크리트 자중, 측압, 작업하중, 충격하중, 풍하중 등을 검토하여 거푸집 동바리의 구조도면 및 조립도를 작성하고 안전성 여부를 검토하여야 한다.",교량,점검 사항
"거푸집 동바리의 구조도면 및 조립도에는 부재의 재질, 단면규격, 설치간격, 작업순서, 작업방법 등을 기재 하여야 한다.",교량,예방 조치
"거푸집 동바리에 사용되는 재료는 강도, 내구성, 작업성, 경제성 등을 고려 하여 선정하여야 한다.",교량,예방 조치
작업을 수행하기 전에 관리감독자를 선임하여야 한다.,교량,예방 조치
관리감독자는 해당 근로자에게 거푸집 동바리의 구조도면 및 조립도를 제 시하고 올바른 작업방법 및 순서를 주지시켜야 한다.,교량,예방 조치
"동바리 형식인 경우에는 동바리의 설치지점인 지반 지내력을 검토하여 깔판, 깔목의 설치 또는 콘크리트 부설 등의 적절한 조치를 하여 동바리의 침하를 방지하여야 한다.",교량,예방 조치
보 형식인 경우에는 보 설치지점의 안전성을 검토하여야 한다.,교량,점검 사항
"자재의 반입은 사용 순서 및 시기를 고려하여, 장기간 현장에 방치되지 않 도록 그 반입시기를 적절히 조절하고 적치장소를 미리 확인하여야 한다.",교량,점검 사항
장비의 진출입로 및 작업장소는 작업 중 장비의 전도 또는 전락사고가 발생 하지 않도록 지반상태를 점검하고 안전성을 검토하여야 한다.,교량,점검 사항
"가설기자재는 안전인증 규격에 적합한 제품을 사용하고, 재사용 가설기자재는 변형, 부식 또는 손상상태 등이 재사용 성능기준에 적합한 것을 사용하여야 한다.",교량,예방 조치
가설통로 및 작업발판은 안전기준에 적합하게 설치하여야 한다.,교량,예방 조치
"추락위험이 있는 장소에는 안전난간, 추락방지망 등 추락재해 방지시설을 설 치하여야 한다.",교량,예방 조치
"작업발판의 단부에는 높이 10cm 이상의 발끝막이판을 설치하고 낙하 우려가 있는 재료, 공구 등은 작업발판 위에 두지 말아야 한다.",교량,예방 조치
합판거푸집 또는 유로폼을 설치하는 경우 작업발판을 설치하고 단부에는 안전난간을 설치한다. ,교량,예방 조치
합판거푸집 또는 유로폼을 설치하는 경우 작업 중 추락위험이 있는 장소에는 안전대 부착설비를 설치하고 안전대 의 착용 또는 추락방지망의 설치 등 추락방지시설을 설치하여야 한다.,교량,예방 조치
합판거푸집 또는 유로폼을 설치하는 경우 작업발판위에 자재를 적재할 경우에는 허용하중을 초과하지 않도록 한다.,교량,예방 조치
합판거푸집 또는 유로폼을 설치하는 경우 타이볼트의 설치간격 및 부재의 치수는 콘크리트 측압을 고려한 설계도 를 준수한다. ,교량,예방 조치
"합판거푸집 또는 유로폼을 설치하는 경우  장선의 설치는 거푸집널의 허용 휨응력, 전단응력 및 변위를 고려한 설계 도를 준수한다.",교량,예방 조치
"합판거푸집 또는 유로폼을 설치하는 경우 멍에의 설치는 2본을 1개조로 하는 것을 원칙으로 하며 장선의 허용휨응 력, 전단응력 및 변위를 고려한 설계도를 준수한다.",교량,예방 조치
"합판거푸집 또는 유로폼을 설치하는 경우 거푸집을 가 조립한 상태에서 수직도 등을 검측하여 수정한 후, 타이볼트를 본 체결한다.",교량,점검 사항
시스템 폼을 설치하는 경우 앵커볼트를 삽입하여 설치할 수 있도록 사전에 슬리브를 매립한다.,교량,예방 조치
시스템 폼을 설치하는 경우 앵커볼트에는 거푸집 및 콘크리트의 자중에 의한 전단력이 작용하므로 이에 대한 안전성을 검토한 후에 삽입하여 체결한다.,교량,점검 사항
시스템 폼을 설치하는 경우 거푸집을 설치장소에 인양하고 타이볼트 및 거푸집 조립용 볼트로 가체결 한다.,교량,예방 조치
시스템 폼을 설치하는 경우 볼트의 길이는 부재를 체결하고 너트 밖으로 돌출된 여유길이가 1cm 이 상 되어야 한다.,교량,예방 조치
"시스템 폼을 설치하는 경우 볼트는 고장력 볼트를 사용하고, 볼트의 장력이 측압에 충분히 견딜 수 있는 것이어야 한다.",교량,예방 조치
시스템 폼을 설치하는 경우 거푸집의 수직도 등을 검측하여 수정 후 본 체결한다.,교량,점검 사항
시스템 폼을 설치하는 경우 거푸집을 설치한 후 관리감독자에게 검사를 받아야 한다.,교량,점검 사항
"파이프 받침, 강관틀, 조립강주 등 동바리 형식인 경우 동바리의 지점인 지반의 지내력을 검토하여 깔판, 깔목의 설치 또는 콘크리트 부설 등의 안전조치를 하여 동바리의 침하를 방지한다.",교량,예방 조치
"파이프 받침, 강관틀, 조립강주 등 동바리 형식인 경우 동바리는 수직도가 1/100이내가 되도록 설치한다.",교량,예방 조치
"파이프 받침, 강관틀, 조립강주 등 동바리 형식인 경우 거푸집을 설치하고 형틀을 수정보완 후 본 체결한다.",교량,점검 사항
"파이프 받침, 강관틀, 조립강주 등 동바리 형식인 경우 추락재해를 방지하기 위하여 안전대 부착설비 확보 및 착용 등 필요한 조치를 하여야 한다.",교량,예방 조치
시스템 폼을 사용할 경우 앵커볼트를 삽입하여 설치할 수 있도록 사전에 슬리브를 매립하여 둔다.,교량,예방 조치
시스템 폼을 사용할 경우 앵커볼트에는 거푸집 및 콘크리트의 자중에 의한 전단력이 작용하므로 이에 대한 안전성을 검토한 후에 삽입하여 체결한다,교량,점검 사항
시스템 폼을 사용할 경우 거푸집을 인양할 때에는 거푸집 중량과 충격하중 등에 대한 충분한 인양 능력을 가진 양중기를 선정하여 사용하여야 한다,교량,점검 사항
시스템 폼을 사용할 경우 추락재해를 방지하기 위하여 고소작업 근로자는 안전대를 착용하여야 한다.,교량,예방 조치
시스템 폼을 사용할 경우 코핑부의 거푸집은 콘크리트의 측압 뿐만 아니라 수직하중도 동시에 작용하므로 이들 하중에 안전한 구조로 설치되어야 한다.,교량,예방 조치
시스템 폼을 사용할 경우 코핑부의 수직하중이 장선 및 멍에를 통하여 지반으로 전달되는 동바리 구조 일 때에는 수직하중에 대한 지반의 안전성을 검토하여야 한다.,교량,점검 사항
"시스템 폼을 사용할 경우 코핑부의 수직하중을 장선 및 멍에를 통하여 앵커볼트로 전달시키는 구조인 경우에는 거푸집 중량 및 콘크리트 자중이 앵커볼트에 전단력으로 작용하게 되므로 이에 대한 검토를 하여야 하며, 앵커볼트 설치위치의 콘크리트 지압응력에 대해서도 검토되어야 한다.",교량,점검 사항
시스템 폼을 사용할 경우 타이볼트를 가체결하고 거푸집을 측량하여 수정 후 본 체결한다.,교량,점검 사항
"슬래브의 거푸집 동바리 종류에는 파이프받침 형식?강관틀형식?조립강주형식?보 형식 등이 있으며, 작업 시에는 사전에 설계된 거푸집 동바리의 구조도면 및 조립도를 준수하여야 한다.",교량,예방 조치
"파이프받침 형식일 경우 파이프받침의 높이가 3.5m 이상일 때에는 2m이내마다 직교방향으로 수평연결재를 설치하고, 수평방향 10m이내마다 교차가새를 설치하여 좌굴 및 비틀림을 방지하여야 한다.",교량,예방 조치
파이프받침 형식일 경우 경사진 바닥에 파이프받침을 설치할 때에는 하단에 쐐기등을 설치하여 미끄러지지 않도록 유의하여야 한다.,교량,예방 조치
파이프받침 형식일 경우 강재와 강재의 접속부는 클램프등 전용철물을 사용하여 견고하게 고정하여야 한다.,교량,예방 조치
강관틀 형식일 경우 강관틀 밑면에는 잭 베이스를 이용하며 깔판에 견고히 고정하여야 한다.,교량,예방 조치
강관틀 형식일 경우 첫단을 조립한 후에 수준기로 수평상태를 확인하여 잭 베이로 수평을 조절하고 다음 단을 조립하여야 한다.,교량,예방 조치
강관틀 형식일 경우 보 또는 멍에를 상단에 올릴 때에는 상단에 강재단판을 부착하여 보 또는 멍에에 고정시켜야 한다.,교량,예방 조치
강관틀 형식일 경우 최상층과 5단 이내마다 직교방향으로 수평연결재를 설치하여야 한다.,교량,예방 조치
조립강주 형식일 경우 수직부재와 수평부재 사이의 연결부는 전용철물을 이용하여 견고하게 고정하여야 한다.,교량,예방 조치
조립강주 형식일 경우 조립강주를 조립한 후 수직부재가 지반에서 이격되지 않도록 유의하여야 한다.,교량,예방 조치
조립강주 형식일 경우 보 또는 멍에를 상단에 올릴 때에는 상단에 강재단판을 부착하여 보 또는 멍에를 고정시켜야 한다.,교량,예방 조치
조립강주 형식일 경우 설치높이가 4m를 초과할 때에는 4m이내마다 수평연결재를 직교방향으로 설치하여야 한다.,교량,예방 조치
보 형식일 경우에는 보 설치지점은 콘크리트의 수직하중 및 보의 하중에 견딜 수 있는 견고한 곳이어야 한다.,교량,예방 조치
보 형식일 경우에는 동바리를 설치하기 위한 별도의 지주를 설치할 때에는 지주의 강성?강도를 확보하고 침하를 방지하기 위한 적절한 조치를 하여야 한다.,교량,예방 조치
보 형식일 경우에는 보는 정해진 지점 이외의 곳을 지점으로 이용해서는 안된다.,교량,예방 조치
보 형식일 경우에는 보의 지점부가 탈락되지 않도록 견고하게 설치하여야 한다.,교량,예방 조치
보 형식일 경우에는 보를 설치하기 전에 소정의 높이와 지간을 결정하고 조립도에 따라 정밀하게 조립하여야 한다.,교량,예방 조치
"보 형식일 경우에는 크레인 등으로 보를 인양하여 설치할 때에는, 기 설치된 보에 충격을 가하지 않도록 주의하여야 한다 ",교량,예방 조치
보 형식일 경우에는 보와 보 사이에는 수평연결재를 설치하여 보의 전도를 방지하여야 한다.,교량,예방 조치
거푸집 동바리의 존치기간은 설계도서에 의하되 콘크리드 압출강도시험 결과 기준치 이상일 경우에 해체한다.,교량,점검 사항
"관리감독자는 거푸집 동바리의 해체시기, 해체순서, 해체방법 등을 결정하고 근로자에게 주지시켜야 한다.",교량,예방 조치
"해체작업에 사용되는 가시설물, 기계?기구 등은 작업 전에 이상유무를 점검하여야 한다.",교량,점검 사항
양중기는 사용 전에 안전점검을 실시하고 이상이 발견될 때에는 즉시 정비하고 정비결과 이상이 없는 경우에 한하여 사용하도록 하여야 한다.,교량,예방 조치
해체장소 및 주변지역은 출입금지 구역으로 설정하여 관계자 이외의 출입을 금지시켜야 한다.,교량,위험 경고
"해체된 자재는 종류별, 규격별로 구분하고 재사용 가능여부를 판단하여 정리정돈한다.",교량,점검 사항
작업계획 수립 시 공사현장의 제반여건과 설계도서에서 정하고 있는 작업단계별 작업방법이 부합하고 공사용 장비 사용상의 문제가 없는지 검토한 후 구체적인 작업계획을 수립하여 감독관청의 승인을 받아야 한다.,교량,점검 사항
"작업계획 수립 시  작업계획서는 사장교 작업에 풍부한 경험과 지식을 갖춘 사람이 수립하여야 하며, 공사중에는 계획서의 내용이 제대로 이행되는지의 여부를 정기적으로 확인할 수 있도록 하여야 한다.",교량,점검 사항
작업계획 수립 시 본 공법에 사용되는 장비 및 가설 구조물 등은 반입해서 사용하기 전에 전문가가 구조적 안전성 및 부재의 결함·손상 여부를 확인하여야 한다.,교량,점검 사항
"작업계획 수립 시 이동식 거푸집의 설치, 이동, 해체작업 단계별 작업방법과 순서, 안전작업 매뉴얼, 근로자와 장비에 대한 안전조치 사항 등이 포함된 작업계획을 수립하여야 한다.",교량,예방 조치
작업계획 수립 시 장비의 반입·반출 등 크레인을 사용하여 조립 및 해체작업을 하는 경우에는 작업방법 및 순서 등이 포함된 중량물 취급 작업계획을 수립하고 이를 당해 근로자에게 주지시켜야 한다.,교량,예방 조치
작업시작 전에 관리감독자를 지정하여 작업을 지휘하도록 하여야 한다.,교량,예방 조치
관리감독자는 당해 작업의 위험요인과 이에 대한 안전수칙을 근로자에게 주지시키고 이행여부를 확인하여야 한다.,교량,점검 사항
"작업장 내 고압 송전선로, 전기·통신케이블 등 장해물 현황을 사전에 조사하여 이설하거나 방호시설을 갖추는 등의 안전조치를 하여야 한다.",교량,예방 조치
"안전모, 안전대 등 근로자의 개인보호구를 점검하고 작업 전에 보호구의 착용방법에 대한 교육을 실시한 다음 작업 중에 착용여부 및 상태를 확인하여야 한다.",교량,점검 사항
근로자의 건강상태를 작업 전에 확인하여 작업배치 적정여부를 결정하여야 한다.,교량,점검 사항
위험기계·기구의 방호장치를 점검하고 이상이 있는 경우에는 정상적인 제품으로 교체한다.,교량,점검 사항
"주탑 거푸집에 사용되는 부재의 재질 및 용접상태, 볼트 등의 이상유무를 확인하여야 한다.",교량,점검 사항
작업장 내 공구 및 자재를 정리?정돈하여 낙하·비래 등의 재해를 예방하여야 한다.,교량,예방 조치
중량부재를 크레인으로 인양할 경우에는 부재에 인양용 러그(Lug)를 설치하여야 한다.,교량,예방 조치
이동식 거푸집의 각 부재를 크레인으로 인양할 때에는 인양용 와이어로프를 부재의 2지점 이상에 결속하고 별도의 유도 로프를 설치하여 안전하게 유도하여야 한다.,교량,예방 조치
강풍·강우 등 악천후 시에는 작업을 중지하여야 한다.,교량,예방 조치
"이동식 거푸집 설치 시 이동식 거푸집은 정해진 작업순서에 따라 설치하여야 하며, 도면에 의거하여 정확하고 견고하게 시공되어야 한다.",교량,예방 조치
각 작업발판 단부에 추락방지를 위해 설치되는 안전난간은 상부에서 발생할 수 있는 충격에 충분히 견딜 수 있도록 설치하여야 한다.,교량,예방 조치
각 작업발판 안전난간 하부에 발끝막이판(Toe board)을 설치하여 낙하물이 생기지 않도록 하여야 한다.,교량,예방 조치
이동식 거푸집 부재 조립 시 볼트체결 상태를 필히 확인하여야 한다.,교량,점검 사항
이동식 거푸집을 고정하고 지지하는 앵커(Anchor)와 클라이밍 슈(Climbingshoe)가 정확한 위치에 견고하게 설치되었는지를 반드시 확인하여야 한다.,교량,점검 사항
이동식 거푸집 설치 시 작업대 간 이동할 수 있는 견고한 계단 및 이동통로를 확보하여야 한다.,교량,예방 조치
이동식 거푸집 설치 시 철근 조립작업 시 근로자 진출입이 원활하도록 작업통로를 확보하여야 한다.,교량,예방 조치
이동식 거푸집 설치 시 하부 작업발판 케이지(Cage) 후면에는 수직보호망을 설치하여야 한다.,교량,예방 조치
이동식 거푸집 설치 시 하부 작업발판 케이지(Cage) 후면에는 수직보호망을 설치하여야 한다.,교량,예방 조치
이동식 거푸집 설치 시 각 작업발판에는 화재예방 조치를 위하여 소화기를 비치하여야 한다.,교량,예방 조치
이동식 거푸집 설치 시 각 작업발판 위에는 철근 등 자재를 적치하지 않도록 한다.,교량,예방 조치
이동식 거푸집 설치 시 현장 용접부에는 부식방지를 위하여 방청페인트를 칠 하여야 한다.,교량,예방 조치
이동식 거푸집 설치 시 불량자재를 사용하여서는 안된다.,교량,위험 경고
"철근작업, 콘크리트 타설 및 양생 시 철근에 찔리거나 손상에 주의하고, 운반 시 전도, 비래가 일어나지 않도록 주의하여야 한다.",교량,위험 경고
"철근작업, 콘크리트 타설 및 양생 시  가공 철근 인양작업 시 낙하물이 발생하지 않도록 2줄 걸이로 하며, 달줄, 달포대를 사용하여야 한다.",교량,예방 조치
"철근작업, 콘크리트 타설 및 양생 시 콘크리트 타설방법 및 순서를 준수하여야 한다.",교량,예방 조치
"철근작업, 콘크리트 타설 및 양생 시 콘크리트 양중 시 상·하부에 신호수를 배치하여야 한다.",교량,예방 조치
"철근작업, 콘크리트 타설 및 양생 시 버켓를 이용하여 콘크리트 양중 시 잔재물의 낙하방지를 위해 주의하여야 하며, 작업반경내 타 공종 작업자의 출입을 금지시켜야 한다.",교량,위험 경고
"철근작업, 콘크리트 타설 및 양생 시 콘크리트는 타설 후 습윤양생을 하며, 양생 후 접합면을 거칠게 처리하고, 고압 공기로 접합면의 이물질을 완전히 제거한 후 신 콘크리트를 타설하여야 한다.",교량,예방 조치
"철근작업, 콘크리트 타설 및 양생 시 콘크리트 타설시 타설면 위에 노출된 이음철근에 콘크리트 페이스트가 묻지 않도록 하며, 진동다짐기가 거푸집 및 철근에 직접 닿지 않도록 주의하여 타설하여야 한다.",교량,위험 경고
"철근작업, 콘크리트 타설 및 양생 시 진동다짐기의 감전방지를 위해 접지 및 누전차단기가 설치된 분전반의 전원을 사용하고, 작업 전선도 피복손상 유무를 확인하며, 사용 후에는 분리해서 깨끗하게 청소하여야 한다.",교량,점검 사항
"철근작업, 콘크리트 타설 및 양생 시 콘크리트 타설 직후 직사광선이나 바람으로 인한 표면건조로 초기균열이 발생하는 것을 방지하기 위한 조치를 하여야 한다.",교량,예방 조치
"철근작업, 콘크리트 타설 및 양생 시 여러 원인으로 발생되는 주탑의 처짐은 시공이 진행됨에 따라 더 커질 수 있으므로 매 이동식 거푸집 상승 시 콘크리트 타설 전·후에 측량을 수행하여야 하며, 발생될 처짐을 미리 계산하여 프리캠버를 주어야 한다.",교량,예방 조치
"이동식 거푸집 인양 및 상승 작업 시 강풍, 폭우, 폭설 등의 악천후 시에는 작업을 중지하여야 한다.",교량,예방 조치
이동식 거푸집 인양 및 상승 작업 시 이동식 거푸집을 탈영하고 인양 또는 상승 시에는 작업책임자를 지정하여 작업을 수행하여야 한다,교량,예방 조치
이동식 거푸집 인양 및 상승 작업 시 이동식 거푸집을 인양 시에는 신호수를 배치하고 신호에 따라 작업하여야 한다.,교량,예방 조치
이동식 거푸집 인양 및 상승 작업 시 이동식 거푸집 인양 또는 자동 이동식 거푸집 상승 시에는 작업장 주위에 관계자 외 출입금지를 시켜야 한다.,교량,위험 경고
이동식 거푸집 인양 및 상승 작업 시 이동식 거푸집 인양 시 인양용 와이어로프에 대한 점검을 철저히 하고 파손 시에는 즉시 교체하여야 한다.,교량,예방 조치
이동식 거푸집 인양 및 상승 작업 시 이동식 거푸집을 크레인으로 인양할 경우에는 작업이 종료될 때까지 부재를 확실하게 매달고 있어야 한다.,교량,예방 조치
이동식 거푸집 인양 및 상승 작업 시 자동 이동식 거푸집에 사용되는 유압시스템의 전동기 외함은 접지를 하여야 한다.,교량,예방 조치
이동식 거푸집 인양 및 상승 작업 시 자동 이동식 거푸집의 클라이밍 레일에는 이물질이 없어야 한다.,교량,예방 조치
이동식 거푸집 인양 및 상승 작업 시 이동식 거푸집 인양 시 작업발판에 간섭될 만한 물체가 있는지 확인하여야 한다,교량,점검 사항
이동식 거푸집 인양 및 상승 작업 시 이동식 거푸집 인양 시 각 작업발판 위에는 낙하할 만한 자재나 공구 등이 없어야 한다.,교량,예방 조치
"주두부 시공시 가설벤트가 최종적으로 조립 설치된 경우에 레벨을 점검하여야 하며, 볼트의 체결상태 및 위치를 점검하여야 한다. ",교량,점검 사항
주두부 시공시 가설벤트 위에 설치되는 하부 거푸집은 선형 및 레벨 측량을 실시하여 교량 하단부의 계획고에 정확히 맞는지 확인하여야 한다.,교량,점검 사항
"폼 트래블러 설치 및 이동시 폼 트래블러에 사용되는 주요 장비는 반입하여 사용하기 전에 전문가가 구조적 안전성과 결함, 손상여부를 확인하여야 한다. ",교량,점검 사항
"폼 트래블러의 주요 부재인 메인 프레임, 리어 트러스, 메인 레일 등은 사용 전 육안으로 사전 점검을 하고 필요 시 비파괴 검사 등을 통해 이상 유무를 점검하여야 한다.",교량,점검 사항
"폼 트래블러를 고정해 주는 앵커 바는 커플링에 충분히 삽입되어야 하며, 편심을 받지 않도록 해야 한다.",교량,예방 조치
선단부 및 후미부에 각각 2곳의 높이를 측량하여 전체의 폼 트래블러 높이를 맞추어야 한다.,교량,예방 조치
수평방향의 강성을 충분히 확보하기 위해 상부 슬래브 거푸집은 주방향 H형강에 충분히 고정시켜야 한다.,교량,예방 조치
폼 트래블러를 제작하여 처음 사용하게 되면 각 연결부위에서 추가변형이 발생함으로 처음 사용 시 인장너트를 조정하여 높이를 맞추어야 한다.,교량,예방 조치
"거푸집을 포함한 폼 트래블러는 월 1회 이상 정기점검을 실시하여 주요부의 접합상태, 손상유무, 성능유지 등에 대하여 기록하여야 한다.",교량,예방 조치
"각 세그멘트 제작 후 거푸집 해체 및 폼 트래블러 이동작업은 작업시작 전에 작업방법, 작업순서 및 안전조치 사항에 대하여 근로자에게 주지시켜야 한다.",교량,예방 조치
철근절단기 및 절곡기는 감전방지용 안전장치 확인 후 사용하여야 한다.,교량,점검 사항
쉬스관을 고정철근에 용접작업 시 전격방지 및 접지상태를 확인하여야 한다.,교량,점검 사항
철근 조립이 끝난 후에는 조립도에 의거하여 정확하게 조립되었는지 콘크리트 타설 전에 감리원의 승인을 받아야 한다.,교량,점검 사항
"콘크리트 타설시 거푸집, 철근, 쉬스관 등이 변형되거나 손상이 되지 않도록 주의하여야 한다.",교량,위험 경고
하부 플랜지 및 복부의 콘크리트 타설시 재료분리가 발생되지 않도록 주의하여야 한다.,교량,위험 경고
